,NK,Fibro,EpiT,Mast,Macro,Granulo,DC,Tgd,TCD4,Epi,Endo,Peri,SmoothMuscle,TZBTB16,TCD8,ILC,B,Plasma,Mono,Schwann
CLDN11,0,0.720016873268991,0.0485848030771566,0,0,0,0,0,0,0,0.297623402400932,0.0739130998235675,0,0,0,0,0,0,0,1.35758540654624
RN7SL141P,0,0.0684560831770556,0,0,0,0.64414204846491,0,0,0,0.0116556070695775,0.0235146213155623,0.032809232007532,0,0,0,0,0,0.205918187769571,0.11415912986806,0
KCNMB2,0,0.0118194234433048,0,0,0,0,0,0,0,0,0,0.0511842352686113,0,0,0,0,0,0,0,0
PEX5L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286143347805079
SOX2,0,0,0.140729670111256,0,0.00635303329428012,0,0,0,0,0,0,0,0,0,0,0,0.607519339772252,0,0,3.64347868904113
LAMP3,0.154241233698798,0.0081371449481723,0.0756334920191097,0.056192053037105,0.288172047517099,0,3.44171640756329,0,0.147849059765554,0,0.356636303824923,0.0552716913105889,0.0182330084584512,0.0527213414889938,0.127236057433862,0,0,0.150528462694077,0.141286827847434,0.0312248530946453
RP11-328G15.2,0,0,0.0213719186090577,0.163159654309065,0,0,0,0,0,0.0143452968027242,0,0,0,0.218921449319981,0,0,0,0,0,0.0562721336498991
IL1RAP,0,0.176498828145163,0.314447150846126,0.0969785047128985,0.633525495538843,4.0954479382248,0.571520931851721,0.130723213902867,0.426513067845045,0.0833538739874751,0.296288921282073,0.476149243313151,0.110932972072028,0.103263875017561,0.0914224450882793,0,0,0,1.31027422409205,0.5588705314723
HES1,0.355134851924576,1.71879550383311,5.79030549639296,1.39743743603713,1.15471569739286,1.18306120005454,0.234682467877086,0.318230065031776,0.654115645383212,4.83319730823027,5.13511025143768,3.75481741763687,5.57001571084324,0.32562870755817,0.109082206780697,0.314318276365958,0.41322695296477,0.195052233275045,1.43761759965527,4.93771290713674
RP11-513G11.1,0,0.0424353141013456,0.0336930417832591,0.0774246842536222,0,0,0,0,0,0,0.00421530393231957,0.0243580545377577,0,0,0,0,0,0,0.0274827891888289,0.0561770425411434
AC090505.4,0,0.0115891978908513,0.0143974509905275,0,0,0,0,0,0,0,0,0,0,0.0686120885545012,0,0,0,0,0,0
AC091633.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663000237916352,0,0,0,0,0,0
APOD,0,1.70174855326141,0.193711349132759,0,0.00666992119359255,0,0,0,0,0.0776611797331746,0.251871155126856,0,0,0,0,0,0,0,0.045751759783532,0.186698297289004
AC124944.2,0,0,0.0315650006341446,0,0,0,0.0586173031702132,0,0,0,0,0,0,0,0,0,0,0,0,0
ZDHHC19,0,0,0.0401869961896424,0,0.0149088588713346,0,0,0,0,0,0,0.027925880819707,0,0,0,0,0,0,0.107611221262637,0
ZNF595,0.256710048477021,0.0936835067284638,0.0550054088707006,0.304504496965488,0.0209968756028437,0,0.0388772185675556,0,0.180169396415597,0.0698770336858716,0.153159770994213,0.0606971433326379,0.149339584446626,0.0624501152863047,0,0,0.509948903429932,0.0537647074906444,0.0394254645045878,0.0885148443211655
RP11-1191J2.5,0.0818754786875213,0.0305832262880583,0,0.215570228193085,0.00826502773379823,0,0.0290228151811693,0.471111512035392,0,0,0.0505345039128938,0,0,0.223118968444742,0.123826749538792,0,0,0,0.0180512076728803,0.0281551679962913
SPON2,3.3360356147873,6.86931167013404,0.674422386068828,0.209653356269109,0.129273719992522,0,0.463713354040765,1.0824445205525,0.689810816052448,0.326389252078908,0.276426601244266,5.74439056413278,0.0646595039666003,1.14791141378395,1.0288569547376,0.420535839830683,0.199901233525242,0.553471697738636,0.100113052879176,1.71744075680374
NSG1,0.257133792322658,1.22251923587684,0,1.03484771203462,0,0,0,0,0.689235980530389,0,0.10900475176101,0,0,0.0719817873359796,0.105804050856902,0,0,0.1371122116903,0,0
CYTL1,0,0.443792213328873,0,0.579702101461745,0.291624837446523,0,0,0,0.143203117500423,0,0.880940173861165,0.011368331872291,0,0,0.114350191111983,0,0,0,0.113428523561708,1.32950046953472
JAKMIP1,0.850567107790672,0,0,0,0.0345019976410389,0,0.0295241384628352,0.631009417692361,0.511336482881851,0,0.0275766771264989,0,0,1.10810555456231,2.05014324944681,0.509071040209247,0,0.167365926085798,0,0
RP11-539L10.2,0.16373168477064,0,0.139005812463528,0,0.0163251979161995,0,0.092599972447087,0.095535883192444,0,0.0584817670915405,0.00487758436688538,0,0,0.282328134109371,0.452461169917466,0.86891196819775,0.157391752312741,0.177218081303705,0.0253973269224414,0
S100P,0.928581818312351,0.234655827213438,10.9738205304077,0.183559143083446,0.273420336613536,3.76433723048298,0.176477907888337,0.487924148623664,0.118228194523737,4.85226235019705,0.158746465121032,0.254716246477448,0.171263965812786,0.800623152180757,0.172902421766792,0.665429518444282,0,0.53261740309904,0.458541413243268,0
RP11-689P11.2,0,0,0.0151147770953396,0,0,0,0,0,0,0,0,0,0,0,0.104696525972908,0,0,0,0,0.0311759449230102
CLNK,0.844898941866691,0.0138277210747923,0.00952242976019021,2.96386471569947,0,0,0.256404090274454,2.34696580921378,0.724403097860969,0.0162394723600098,0,0,0,1.60481146277111,1.53117541149994,0.950258301294642,0.250892874238187,0.20426175518109,0.117311934021886,0
RP11-665G4.1,0,0.0176178528421133,0,0,0,0,0,0,0,0,0,0.048328652803036,0.0538130349891905,0,0,0,0,0,0,0
FGFBP2,3.660796396435,0.00690894774640228,0,0,0,0,0,0.261815717782526,0,0,0.0325065823647243,0,0,0,0.0612622355854959,0,0.493399033941534,0,0,1.96115236119564
AC006160.5,0,0,0.0233728298251201,0,0,0,0,0,0.20802947790132,0,0,0.0269883290220953,0,0.0630574658821009,0,0,0,0,0,0.0419289744772147
SOD3,0,6.11031593308255,2.14598356606691,0.102719935210056,0.0149670484153242,0,0.0153567187351459,0,0.166751505408837,1.13126893223335,0.569850791462788,10.7082938832452,15.7256712484422,0,0.110994696295853,0,0,0.329200881098912,0,1.49193355778909
RP11-263J14.1,0,0,0,0,0,0,0,0,0.0763814261460091,0,0,0,0,0,0.162787398743215,0,0,0,0,0
RP11-431M7.3,0,0,0,0,0,0,0.0370833621955702,0,0.386498786914722,0,0,0,0,0.0742873004321029,0.0710129828585602,0,0,0,0,0
DTHD1,0.889934657371041,0,0.0307209788592524,0,0.0181885173150933,0,0,0,0.758980169214445,0,0,0,0,0.231996109636931,1.21610529965658,0,0,0.35110386005415,0,0
RHOH,2.97625220642425,0.204261645112169,0.0114180995892988,6.84383018889425,0.875678309066293,8.74300922659863,1.30360425608579,5.07325497335262,5.37889883336616,0.0526648806483359,0.013160588343725,0.0677742820133091,0.0586755283364244,4.50851471147419,5.39528217155632,5.27181963436627,8.78786371674133,3.66192748277757,0.722955976399578,0.0320189231421649
AC195454.1,0,0,0,0,0.014802740264563,0.486871623081341,0,0,0,0,0.0151293946546085,0,0,0,0.102846306454929,0,0,0,0,0
RP11-457P14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218790997958962
GABRG1,0,0,0,0,0,0,0,0,0,0,0,0,0.0604946337575434,0,0,0,0,0,0,0
TXK,5.84313521243146,0,0.0326108829707069,0.144593387306128,0.0372774749866272,0,0.0611058975968819,2.54649309097597,1.13047997995875,0.0630318613791006,0.0210967175102783,0,0,5.94143637412646,0.152990246351253,7.28621881806954,0.524641550494747,0.600200642273268,0.117521679257932,0
RP11-571I18.4,0,0.0111980889804124,0,0,0.0100147538221986,0,0,0,0,0,0,0,0,0,0.0527306891696198,0,0,0,0.022764100183982,0
PDGFRA,0,5.15552148932985,0,0,0.0288309464555078,0,0.0800306905468878,0,0,0,0.00671281991759015,0.0315808658793361,0,0,0,0,0,0,0,0.0614885346380272
KIT,0,0.0828711832707117,0.0799420933708238,10.2453821343102,0.0267013195260171,0,0.222065242135916,0,0,0.0202047568041639,0.106764299207489,0,0,0,0.0870335991243563,6.2609003851479,0,0,0,0
KDR,0,0,0.033153699627461,0,0,0,0,0,0,0,4.18081673396812,0,0,0,0,0,0,0,0,0
HOPX,11.2698143520107,0.850286540761738,0,0.0697715472173204,0.127766971413484,0,0.375800565371818,14.2554926767548,2.17422733478301,0.173443767939232,0.243109868421302,3.99660822015113,2.22977167811956,12.6602023129054,3.50848956153828,2.79045881831019,4.56555975459867,0.836610663845361,0.240952383463373,0
SPINK2,0.177020591610711,0,0.0203099214543061,0,0.0673076651043641,0,0,0.123510686640172,0.289739242751697,0.11830605321484,0.0154586962855048,0.0138503070278607,0.0648233152351623,0.31663010504086,0.0518509172702482,6.31027586985147,2.76425782692164,1.75445374551805,0.0270061974241053,0
IGFBP7,0.961461696048518,13.9818588245766,0.25754090077924,0.326059813834295,0.366999296983877,0,1.29153220675786,0,0.20571329565579,0.104899323572796,19.7907721989766,23.6854423535479,20.6556851500073,0.267729747124197,0,1.3515993433568,0.304680077540976,0,0.387060736646077,16.6375338172514
UGT2B17,0.419732210323324,0.0621650192750891,1.77208139274408,0.217522803918722,0.0463501167228944,0,0,0,0,7.96247930928588,0.150071626771666,0.0659090102473548,0.0387271552467915,0,0.0995677911481475,0,0.304680077540976,0.358382297127819,0.0367766239658925,0.109190224428321
FDCSP,0,0.0585298928438324,0,0,0,0,0,0,0,0,0.0140781028576802,0,0,0,0,0,0,0,0,0.0880459820231701
JCHAIN,1.36540822710403,1.37035004340069,1.40148403935485,2.10915222116262,1.39112766773315,0.64414204846491,6.11558228043253,2.29990417552118,1.61851594089955,4.55189166280152,2.60037257270059,1.59258674479014,2.81421254237711,2.2179392518552,1.21659682617563,3.18298079281286,10.9449560333145,60.3578549791403,1.78849060188464,2.69522043948667
CXCL8,0.71758663556207,2.08504738767197,1.87785203618203,1.57052164710569,6.33552061891423,25.062510333945,2.54082861910491,0.487314061714699,1.49421745958556,0.0568793547586243,0.502111249030502,0.670250804235003,0.0235224800466738,1.19965194327302,1.61271493417331,0.829342246900578,1.11212735040739,0.769493021225404,8.75772124084581,0.219858004416718
CXCL6,0,0.959147999026683,0.0544086245846289,0,0.0759160559575839,0,0,0,0,0,0,0.00494987104334017,0,0,0,0,0,0,0.135415986894822,0
CXCL1,0.173571040448904,3.0911093194615,3.60821944888365,0.289702968927614,1.93686005830711,4.77153265016342,0.128887650455807,0.128277176538033,0.168000350830635,0.15567047901769,0.119883663019627,0.169941708762822,0,0.420080464003808,0.265124073182783,0,0,0.12524865313391,1.66315882254298,0.0869656410029763
PPBP,0,0,0.0125440633200623,0,0.26698634997511,0,0,0,0,0,0.0101468658824757,0.0278325608953418,0.0142216287962115,0,0,0,0,0,0.21276987706587,0
CXCL5,0.344110177188143,0.735133696209279,0.190468337101516,0,1.39995585911029,0,0.0377321209613509,0,0.143203117500423,0,0.0112796476287743,0.0441362777003749,0.0331701134170282,0,0,0,0,0,1.15553465551136,0.0378252832650579
CXCL3,0,0.947433462094291,5.583493111342,0.551816947555982,4.53338520489404,1.66216551279245,0.363361528432712,0.274103519185277,0,0.417876498705765,0.712488261728717,0.344984746186254,0.0435394583104147,0.471666564769205,0,0,0,0.0909723117806075,5.75220075960468,0.118005564822916
CXCL2,0.16373168477064,1.2870243971265,3.10146348196222,0.536359695746635,3.88035624092605,4.85097612878837,0.65322548035998,0.154812119325797,0.168000350830635,0.359336046122714,2.01866795931048,1.15385118299925,0.179445429608698,0.177417338321428,0.12336836630233,0.506705724929129,0,0,5.90076496880445,0.0651841516585439
EREG,0.386711686929348,0.130318144370073,3.38899234717334,0.373644361352273,0.676059765565336,2.96481665689301,1.17724183154545,0,0,0.682002367551416,0.0253931590194754,0.0344758689587349,0.0260107133617798,0.124126530972538,0,0.341001177814292,0,0.0995411352393623,6.30184117691294,0.0614885346380272
AREG,3.416998213175,0.132398220059751,1.03267260841313,3.47123966613404,0.195205963442661,0,1.58691828561522,0.914431349164603,0.336720518935112,0.276995306040611,0.0235653935432772,0.0341801007308101,0.0182330084584512,2.25663326648453,0,7.40671044547466,0,0.317690820524973,0.782861518989565,0
AREGB,0,0,0.0263700229888133,0,0.00968617859697998,0,0.0811694921635279,0.150804013993049,0,0,0,0,0,0.0692322247064083,0,0.501882172927575,0,0,0,0
CDKL2,0,0,0,0,0,0,0,0,0.135408957422253,0.0559285292067988,0,0.00843836596178388,0,0,0.0459112695088683,0,0,0,0,0.0181227206940559
CXCL9,0,0.12756476496768,0.104101164507392,0,1.53814982267157,0,0.609517491488499,0,0,0,0.151222235636321,0.350129203094614,0,0,0,0,0,0.20426175518109,0.556062887074904,0.155995642961338
ART3,0,0.016264854117997,0.163676017863282,0,0,0,0,0,0,0.0427610488511376,0.0182427398337913,0,0.12977329481632,0.0431347287389805,0,0,0,0.0813730245660778,0,1.1311689924513
CXCL10,0,0.322316046014098,0.220863204717895,0,1.26175807525173,0,0.573490712167241,0,0.164560002269067,0,0.141518807152185,0.290365875591985,0,0.0674768148387379,0,0,0.71632214970069,0.24092364741438,1.48105148029322,0.139439787449844
CXCL11,0,0.0505346644398315,0.449570080805998,0,0.224234712206223,0,0.219336257321666,0,0,0,0.201389135575798,0,0,0,0,0,0,0,0.383881042326743,0
CXCL13,0,0.186143331023946,0.0188937590543933,0.0576991908838978,0.255908572823396,0,0.250310964957533,1.10757033531566,3.20546408496192,0,0.0128293826761355,0.0145078860603882,0,1.03057566290571,11.8286939413669,0.514665231504017,0,0,0.0328140614612674,0
PRDM8,0,0.403421339341461,0.073262639741418,0.448000829357869,0,0,0.108236058367659,0.0914056940804929,0.11994448323279,0,0.053236508869974,0.0310430637071987,0,0,0.130666715051447,0,0,0,0.167622664097091,0.321459110784832
PLAC8,5.25730020552142,0.187233980271681,3.61593475385597,0.290873952136799,0.521968898447744,0.504202757385058,7.82078456072935,0.398188265003408,1.19899195014508,9.62556940767693,0.101191677278986,0.070967741429636,0.220486778414448,0.857707652891078,0.186359201600544,4.3887727194129,2.63084213226033,1.12999321512264,2.92065226861667,0.276203684700553
SPARCL1,0.171802869660734,4.56345778531473,0.0673436956016264,0,0.0347883299439074,0,0,0,0,0.0851260118633051,15.708769162788,10.6141277068502,16.4716525283519,0,0,0,0,0,0.082591401336491,10.2858750819103
IBSP,0,0.0332130955961484,0,0,0.0123311511012997,0,0,0,0,0,0,0.224319475470546,0,0,0,0,0,0,0.0350473673126585,0.11206771807788
SPP1,0.844585685374982,0.256631326205604,0.615492106522699,0.745870699062097,12.5462563403322,5.23784953713173,1.01785396555906,0.954569316332639,0.57323399039535,0.136622543897476,1.17345434577484,0.613578869783107,0.0708721204872779,0.619300580958338,0.624470267836707,0.314318276365958,1.77284034393898,0.35396800191271,4.96130634767619,9.17411836267813
RP11-466G12.5,0,0.0124587807001662,0.0148816387905315,0,0,0,0,0,0,0,0,0,0.0256897836029605,0,0,0,0,0,0,0.0474451139517694
MMRN1,0.0901118470332282,0,0.00952794126981608,0,0,0,0.0343518771093746,0,0,0,1.29500975464787,0,0,0,0,0.366394473664582,0,0.101157905309681,0,0
HPGDS,0,0,0.0114984029584326,14.548484328856,0.215701068107312,0,0.467771706931796,0,0,0.0316847407692134,0,0,0.0371560897614522,0,0,0,0,0,0,0
ADH1B,0,4.56305847255759,0,0,0,0,0,0,0,0,0.0557958486521179,0.0814748735584359,0,0,0,0,0,0.0537647074906444,0,0.0149232747682239
EMCN,0,0.127756873277195,0,0,0,0,0,0,0,0,6.13571496218737,0.163174667989231,0.0264584904178875,0,0,0,0,0,0,0.0262691769679461
BANK1,0,0.0956040188950877,0.110405996686609,0,0.0675270654875809,0,0.564354708004161,0,0.519293125665885,0.0371578965508309,0.0106960893709303,0.0825553146263048,0,0,0.130897554066277,0,7.43161390920546,1.04149414005331,0.154941173016913,0.0323106981479838
AF213884.2,0,0,0.0487028988380638,0.0774246842536222,0.0412959220622264,0.57044290730389,0.0332689594307697,0,0,0,0.0129054544105925,0.0104530146210122,0,0.128461364383103,0.144865848562386,0,0,0.153747520634052,0.117106673570164,0
SLC9B1,0,0.0168903940106404,0.0361539295298952,0.070611025565057,0.0596113799766448,0,0.0816290795645368,0,0,0,0.0151721343964091,0.0740878754865397,0.0429166450845677,0.0559498954494024,0,0,0,0,0.0263462969735873,0.0494581738816044
RP11-703G6.1,0,0.0514060974758971,0,0,0,0,0,0,0,0,0.00487758436688538,0,0,0,0,0,0,0,0,0
ANK2,0,0.866066487340434,0.0340504887054131,0,0.0103835790731568,0,0,0,0,0,0.0753127761361048,0.409790106179661,0.668177955810334,0,0,0,0,0,0,2.38350180008404
