,NK,Fibro,EpiT,Mast,Macro,Granulo,DC,Tgd,TCD4,Epi,Endo,Peri,SmoothMuscle,TZBTB16,TCD8,ILC,B,Plasma,Mono,Schwann
TPM2,0,7.31174214399975,1.02435497024038,0.110695300363437,0.131108133692419,0,1.59778660355927,0,0.0763814261460091,0.0245717412183193,0.728741975795342,12.8987899950254,19.2239711136871,0,0,0,0.219629465200027,0,0.0400534428446511,1.09576656858313
RP11-297B17.3,0,0,0,0,0.00461045870988022,0,0,0,0,0,0,0,0,0,0,0,0.296849796892563,0,0,0
RP11-274B18.2,0,0,0,0,0.0500854105537372,0,0,0,0.0497399188473605,0,0,0,0,0,0,0,0,0,0.0888486335449735,0
MAMDC2,0,0.507865470559322,0,0,0.0757866823633793,0,0,0,0,0,0.0115159816620361,0.220083006924997,0.813705227872978,0,0,0,0,0,0,0.989780791168135
ALDH1A1,0,1.60134087023239,1.95529122516551,4.32515542479221,0.760732151471289,0,0.182370124919652,0,0,1.85092258295549,1.54240160298307,0.211611045355935,0.391186834317854,0,0,0,0,0,0.258236543207891,10.7463977140021
ANXA1,10.5670461390351,6.11569303878058,2.3584353930253,15.9135997927998,6.86243720068631,4.57805895134655,5.3641371551065,3.79641862606065,5.33078129271578,0.415654795359485,6.47222195424405,5.28103967867823,3.12124689794536,2.67451830920444,6.40004380386949,6.13079666803404,1.20449214704147,0.833137999478133,6.29221673537345,8.75830497724741
RP11-383M4.6,0,0,0.057718442890187,0,0,0,0,0,0,0.0608882968681487,0.0275766771264989,0,0,0,0.115001356558288,0,0,0,0,0
RP11-15B24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299786735607847,0,0,0,0
NTRK2,0,0.0242406030755185,0.249366844944522,0,0,0,0,0,0.381261768240874,0.117382400314468,0.0146130898266344,0.517900316715372,5.97533457460886,0.14265266479438,0.0459112695088683,0.655945772010573,0,0.167365926085798,0,0
CTSL,0.0901118470332282,3.26158012750383,0.69505128495491,0.473122664668001,9.42965878112524,0,0.596989892920597,0.323195098823914,0.950324588873044,0.667581742733609,2.68970180482098,2.27125395613033,2.17392857922749,0.227030762996023,0.195903283133686,1.06984781686672,0.351846395945865,0.36617230054829,4.62564091110276,2.13351374089195
GADD45G,0,1.1881140321072,0.647973318338866,0.369185159277892,0.523727538728721,1.70288036043649,0.356192824424667,0.412006440639012,0.580900372254868,0.25798272165592,0.299370460276535,0.474393395148991,4.20554479245311,0.529363141582235,1.181678831429,0.703787487768293,0.728331638942029,0.310814683114966,0.1030600971404,0.130754036373659
RP11-316P17.2,0.154241233698798,0,0.0155426383123761,0,0.0211266384926438,0,0.0407169601015262,0,0.312745225931865,0,0,0,0,0.094160577257034,0.0150947950874506,1.38143220290742,0,0,0,0
RP11-305L7.1,0,0.00865361118089313,0,0,0.00537715660212003,0,0,0,0.118228194523737,0,0.00511771798573638,0.0101014168722369,0,0.142400702155226,0.198157814501361,0,0,0,0,0
RP11-305L7.3,0.325940136521823,0,0,0.0695574783446513,0.0535758987480839,0,0,0.709372447805469,0,0,0,0,0,0.105191798358983,0.363598446471299,0,0.351846395945865,0,0,0
OGN,0,2.73132469613234,0.00870494592744151,0,0,0,0,0,0,0.0204639277872006,0,0,0.767954031957597,0,0.0431617796183295,0,0,0,0,0.0297696845972693
OMD,0,0.841897101500655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149232747682239
ASPN,0,1.70016546121904,0,0,0.00437745908307153,0,0,0,0,0,0.164429158174883,3.45465662587625,0.776692243729818,0,0,0,0,0,0,0
TMOD1,0,0.0808862782337228,0.0239601989833627,1.25156355239588,0.0211015082127723,0,0.0206464397577137,0,0.0971325100331807,0,0.218863642638853,0.208500703962525,0.892985431294673,0,0,0,0,0,0,0.110694422987728
HEMGN,0,0,0,0,0,0,0,0,0.0709536670544403,0,0,0,0,0.0648584222558512,0,0,0,0,0,0
GABBR2,0,0,0,0,0,0,0,0,0,0,0.00902636892758456,0.0707783486686539,0,0,0,0,0,0,0,0
COL15A1,0,2.16048085759224,0,0,0.105902040602435,0,0,0.111227512813884,0,0,8.41915472708548,2.34267304621389,0.931686647483291,0,0,0,0,0,0.0359170431294031,2.3082720439364
MURC,0,0.0105266437766036,0.0186079829590058,0,0,0,0.00945015973215978,0,0,0,0.0204988096392383,0.0286589466115648,0.00706578094223783,0,0,0,0,0,0,0
RP11-308N19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504925819320679
DNAJC25-GNG10,0,0,0.0651014210276081,0,0,0,0,0,0,0,0.00870883266742552,0,0,0,0,0,0,0,0,0
ORM1,0,0.0175769679577937,0.202985358239947,0,0,0,0,0,0,0,0,0,0,0.0692322247064083,0.0729195278760143,0,0,0,0,0
TNC,0,1.92445682133295,0,0,0,0.57044290730389,0,0,0.16963906966426,0,0.199033133760499,1.71775161283094,1.02164721293549,0,0,0,0,0,0,1.59892499806662
PAPPA,0,1.08421093539636,0,0,0,0,0,0,0.118228194523737,0.0291140065217855,0,0.54748146448978,0.03814823068662,0,0.114350191111983,0,0,0.1371122116903,0,2.46839633335999
GSN,1.01974304462619,9.37692141763649,3.64888744057808,3.25611461735232,5.63245475475895,1.74692368417651,8.86487020705959,0.460281899053523,0.0886356041829329,6.16001905596055,9.86450930944192,7.81907363688419,9.24336726280925,0.817654912181343,0.186078890708753,6.23882094474896,1.27144949884259,0.360215419761131,2.33395304572201,9.37166211053568
RP11-542K23.7,0,0,0,0.184128080128261,0,0,0.0111383821718284,0,0.176532852593769,0,0,0,0,0,0,0,0.386803040743914,0,0,0
OLFML2A,0,0.629182476426486,0.0212490092475038,0,0.0211015082127723,0,0,0,0,0,0.707235438895874,3.24184339049682,1.56642010370514,0,0,0,0,0,0,5.48958730570534
TTC16,0.387054764924604,0.00632859740898443,0,0,0,0,0,0,0,0,0,0,0,0,0.12229910004688,0,0,0,0,0
LCN2,1.14117968710771,0.139339373537515,10.1198752830261,0.248903556809368,0.307441278317118,0.486871623081341,0.415211896048883,0.579955981163563,0.295550491116944,2.73682674988714,0.296625905948763,0.419492871564813,0.047915720264181,0.480288378512134,0.507655415046121,1.13835106003404,1.07981948531603,0.917726194310119,0.415317685347235,0.241556280498121
RP11-65J3.14,0,0,0.00451911393218226,0,0,0,0,0,0,0.0193722997240189,0,0,0,0,0,0,0,0,0.0359616603182774,0
C9orf50,0,0,0,0,0,0,0,0,0,0,0,0,0.0211621650539322,0,0,0,0,0,0,0.104814805110685
RP11-544A12.4,0,0,0,0,0.0118450233063169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6ATAC,0,0,0.0190989068198856,0.152663028763489,0.018012285876771,0.731285900621604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL5A1,0,4.91201803073405,0.0187306181047696,0.070611025565057,0.0117633928281993,0,0,0,0.25457236893434,0,0.433873894474922,4.61248060070584,0.227395603272529,0.0596392898482677,0.114350191111983,0,0,0,0,2.4963109216996
FCN1,0,0,0,0,0.424578416190536,0.697822659835555,0.897966670922506,0.148169561370196,0,0,0,0,0,0.096479869205531,0,0,0,0,8.22551257180278,0
EGFL7,0,0.180665155807833,0.315515621433232,1.08501089654092,0.0722608177234425,0,0,0.111227512813884,0,0.0292114070964977,9.33869221931531,0.382246503330492,0.0366176529622527,0.0626577381973848,0.0980383374664739,0,0,0,0.0622920587509774,0
LCN15,0,0.00534179579162067,0.233015543502121,0,0,0,0,0,0.229123653567363,0.110125101990212,0,0.0300729753898813,0,0.0704171350475443,0,0.370060510710568,0,0.12524865313391,0.0257764366331921,0
PTGDS,0.709382043383833,4.42996099018192,0.114217344406379,0.135378798473807,0.0372530322358093,0,2.24458325942942,0,0,0.028355834243265,1.14190394575039,0.00946690786272107,0.033158541286749,0,0,0,0,0,0,0.768176152481574
LCNL1,0,0.0757837093046941,0.0206100975634502,0,0,0,0.358059900967058,0,0,0,0,0,0,0,0,0,0,0,0,0
CLIC3,5.17830013911182,0.374832167401236,0.519743275220376,0,0.0365928090837331,0,2.50151530932264,2.56145445202423,1.15926646208666,0.197869510201547,0.425205126844642,0,0,3.90025832524877,3.00088848952883,1.33543456565621,0.571610257231103,0.74053769062525,0.0328140614612674,0.00982640168000997
FUT7,0.358135349947511,0,0.029045472505365,0,0.124896466810756,0,1.07795746745577,0.27318527064195,0,0,0,0,0,0.149661782418117,0.14653530994819,0,0.741292358219972,0,0.0561961175540221,0
UCN3,0,0,0.072373591787034,0,0,0,0,0,0,0,0,0,0,0,0.091242254399913,0,0,0,0,0
RP11-336A10.5,0,0,0,0,0,0,0,0,0,0.0487967316188054,0,0,0.085429852209381,0,0,0,0,0,0,0
IL2RA,0.264476493451266,0,0,0.104269499661446,0.911988464887519,0.398104464700854,0.32472706618652,0.410316828241357,4.97189441162853,0,0,0.0133044329068729,0,0.266440114689836,0.458006634463022,1.31908598999328,0.929421256238059,0.285507009010748,0.175720753987121,0
RP11-536K7.5,0,0,0,0,0.010462353449804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GATA3,1.59008466293385,0.00847521633577135,0.0697506421938872,0,0.2780751704983,0,0.0465287446078924,1.50814549078766,3.45957458003283,0,0,0.00993695074499205,0,1.89021354193433,2.05362991475257,3.56437234520943,0,0.397374861679598,0.0792151641604577,0
RP11-138I18.2,0,0,0,0,0.00461045870988022,0,0,0,0.174065606817558,0,0,0,0.0182330084584512,0,0,0,1.33129361926781,0,0,0
RN7SL232P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281551679962913
ACBD7,0,0,0,0,0,0,0,0,0,0,0,0.0333482082579331,0,0,0,0,0,0,0,0
VIM,12.689839983507,15.2305055449358,0.26338616525899,21.1961013970039,14.3185041111037,3.01077892764309,17.1518868381253,13.1050665987757,18.5576670714791,0.404584704567193,18.9362790669136,19.2833515259423,19.2314340650745,14.5553210040271,13.6857263468875,13.9088881826814,6.73955219318877,15.0066497156181,13.2854643266437,18.6908459395693
ST8SIA6,0,0,0,1.20066193949888,0,0,0,0,0,0.0174422274175451,0.0748133184476857,0,0,0,0,0,0,0,0,0
RP11-354E11.2,0,0,0,8.5461434676178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-301N24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290428864520022,0,0,0,0,0,0
RNU6-946P,0,0.00727278414037991,0,0,0.00885549280043828,0,0,0,0,0,0,0,0.00706578094223783,0,0,0,0,0,0,0
RP11-297A16.2,0,0,0.00558482423477075,0,0,0,0.0482313332863882,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-425A6.5,0,0.00632859740898443,0.010007810642608,0,0,0,0,0,0,0,0.0486104919568151,0.0294141730334939,0,0,0,0,0.706936139721797,0,0,0.024192243304621
CXCL12,0,4.01997203056827,0.357245606158148,0,0.528381116150229,0,0.0547393167080188,0,0,0.0498907565852313,3.4331317268289,0.11738696026664,1.23434933707387,0,0,0,0,0,0.0192078002388984,1.15189180569077
C10orf10,0.291832775943269,0.680425902037458,0.922394939864357,0.0812342598536949,0.0368213397746521,0,0.252043212195682,0,0,0.228938895078214,3.06242538892987,1.68590996570607,3.22214141427703,0,0.0320627796977054,0,0,0.230031944748691,0.034231640015125,1.58826734857181
RP11-292F22.7,0,0,0,0,0,0,0,0,0,0.0126447399471867,0,0,0.0454931032030779,0,0,0,0,0,0,0
GDF10,0,0.0501908208855508,0.00523877648748506,0,0,0,0,0,0,0,0.092287410340715,0,0,0,0,0,0,0,0,0.0378252832650579
FAM170B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154841010971411,0
OGDHL,0,0,0.0378098643849798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DKK1,0,0.0119405044480969,0.341239629013324,0,0,0,0,0,0,0,0,0.0124773632096245,0,0,0,0,0,0,0,0
PCDH15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226692757261575
RP11-456A18.1,0,0.00741803402281477,0,0,0,0,0,0,0,0,0,0,0.131793536113328,0,0,0,0,0,0,0.228088076039323
ANK3,0.853192368855306,0.313999848870647,0.726100225024901,0.0757278304721074,0,0,0.108748929432136,0.385014447905829,0.358028463155383,1.37517242090296,0,0.231583006771248,0.123263399100957,0.126518325674833,0.0591444622017888,1.01654740443159,0,0,0.0125116351299248,5.82128874330461
RTKN2,0,0.0268437589771675,0.509968210600813,0.0315718628434733,0.0543345455403454,0,0.0126107623459914,0.959373554249509,2.2908893818422,0.164921859004155,0,0.0406173752069868,0,0.126681574667384,0.176622253422529,0.299786735607847,0,0.193077158209096,0.0459172822654017,0
MYPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561770425411434
MIR1254-1,0,0.0398970344154978,0,0,0,0,0,0,0,0,0,0.0063748875299464,0,0,0,0,0,0,0,0
SRGN,18.9202430717965,0.542828837757367,0.374881967198093,23.8406915691546,14.7175953143912,23.1702520682678,18.1787407658964,17.9346781424693,18.8332856752743,0.18414754337243,9.62085260304411,1.11976663371786,0.459156264095829,19.0524853632374,16.5285099011362,18.4152353204342,7.45575938337315,16.9543708203347,19.3427701774703,0.772295528014942
PRF1,13.9596669448672,0.00847521633577135,0.00808950858404578,0.082353067457711,0.132492048696518,0,0.251023769086862,10.0994914123831,2.95466099379256,0,0.0187403956524329,0.201976437580937,0.0404425198779732,8.42238721868586,9.20723838559616,0,0.746192914050079,0.461096246742213,0.131557871225625,0
SPOCK2,2.1249654600819,0.113598736504353,0.286072135575002,0.166813094734884,0.18021460043377,0.525703107747464,0.204082027250488,1.66710073961015,9.510818072196,0,0.51026066440696,0.026809196471272,0.0485972494437397,1.50043387623952,4.87870645892187,6.34224497085292,1.66758865582118,1.6155230054191,0.0586103852020713,0.0320189231421649
RP11-442H21.2,0,0,0,0,0,0,0,0.122535249934457,0,0,0,0,0,0,0,0,0,0.0790131020471796,0,0.0252582031699428
SNORA11.1,0,0,0.00744682467819967,0,0,0,0.019061569363647,0.130723213902867,0.166751505408837,0,0.0115159816620361,0,0,0,0,0,0,0,0,0
AC022400.2,0,0,0,0,0.00520020241953678,0,0,0,0,0,0.0291277282806944,0,0,0.0270420192426619,0,0,0,0,0,0
PLAU,0.11780453674528,2.42275443163766,0.191685673731655,0.652043809265436,3.11329923220585,7.03844325130791,0.468607773252145,0,0,0,1.41365241044784,1.90144825061662,0.376329366860477,0.0840934941449392,0.0345683641156331,0.30483452993225,0,0,1.10221410680189,0.318295030110932
C10orf55,0.16373168477064,0,0,0,0.0523586174389826,0,0.0896075873696987,0,0,0,0.00907042743440931,0.0139216651500972,0.0380371221986991,0,0,0,0,0,0,0.0269261585842775
RP13-39P12.3,0,0.0247461621943202,0.0197608808770647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199901233525242,0,0,0
LINC00595,0,0.0298669421630996,0,0,0.0122950124907466,0,0,0,0,0,0.0375327745575134,0,0,0,0,0,0,0,0,0.0452769603513376
PPIF,0.12951436921401,0.461750047819582,2.66534087507054,0.553773389230593,2.01802008999087,8.06048174081556,1.5218620283811,0.726211622411469,1.41003599513935,1.59621705713193,0.162433524315296,0.546775073087664,0.402025472152949,0.79416389798432,0.641662691324211,0.720322575438529,0.199901233525242,0.953762979293655,3.93321839152536,0.152361374159366
PLAC9,0,5.59205163571991,0.0101701380561345,0,0,0,0,0,0,0,0.98702027238895,4.70875598063324,8.59594542669205,0,0,0,0,0,0,2.81895833586421
RP11-137H2.4,0,0,0,0.0806001710137105,0.0239696687416373,0,0,0,0,0,0,0,0,0,0,0,0,0.101157905309681,0,0
RP11-338I21.1,0,0.293579131093886,0.358308094133628,0,0.0272240263298633,0,0.0644864786113977,0,0,0.0479540974791695,0.105183907758198,0.180254088199482,0,0.217304617380404,0.184284613881483,0,0,0,0,0
C10orf99,0,0.0947555054178692,3.93691260985105,0,0.0619691692965018,0,0.0773551983122635,0.250096632066676,0,9.53508074880111,0.0606058913914819,0.0558862910322177,0.133425780171888,0.0650134465717935,0.115312718045779,0,0.304680077540976,0.396417287326979,0.0430742546321618,0.178836753693639
SNCG,0,0.0462354938191567,0.0443729117853462,0,0.00554816875072168,0,0.0705964184774229,0,0.196871027602415,0,3.7687569888769,0.945570680646675,10.4642883316064,0.0650134465717935,0,0,0,0,0,0.104993584559917
ADIRF,0.388089455416805,2.15751022256745,8.10234168870704,0.106787470172961,0.173171260353009,0,0.331293629454811,0.343421590070324,0.16963906966426,7.42595137184541,6.51256590786816,10.540741824624,24.1099995443596,0.250141166344288,0.119267740306819,0,0,0.314695314555913,0.0839476004450034,3.29156538940326
ACTA2,0.36342675104737,3.9493986078526,0.0770486302105337,0,0.079285607169273,0,0.20288562242416,0.582249552842192,0.5717592014574,0.144098150672461,0.954234418161021,15.2519300384124,22.4671540806411,0.587538616614435,1.01444323128466,0,1.48814077720942,0,0.02373620451958,0.613551488833726
CH25H,0.128201514595284,1.0772212315547,0.0266594805994809,0,0.610878517686985,0,0.185246004380215,0,0.219882221939464,0,0.191081896532589,0.381622586378527,0.739377623349735,0,0.168067235501935,0,0,0,0.276206602080214,0.0856083171991717
IFIT2,0.392498707001204,0.343102286312395,0.35001473560295,0.588384643103247,0.663748221274044,1.8562213692603,0.395436783306443,0.545897201897012,0.0497399188473605,0.327846924084761,0.504317706230943,1.0397017136289,0.21333693699964,0.339528137132718,0.325096578188084,0,1.78146185463816,0,0.712852684599491,1.3664082164811
IFIT3,0.893142181993213,0.754707304274646,0.925298408299433,1.24667298939516,0.945724134225139,1.66052202040821,0.437157817833527,1.13389701040147,0.185715170844599,0.676834641044519,1.61224401343945,2.46120860507861,0.407100188235536,0.863696295121694,0.867054356208569,0.463634326583339,0.84859918528718,0.26570685280766,0.740878663700545,3.4000194765209
LGI1,0,0.0750849872855165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557635704736928
RP11-452K12.7,0.17715017459971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFRP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551121210025303
CYP17A1,0.16373168477064,0,0.0157604560593324,0,0,0,0,0,0,0,0,0,0,0,0.117473072664123,0.501882172927575,0,0,0,0.0613965388316957
CFAP43,0,0.0201563588783751,0.0482698835569289,0,0,0,0,0,0,0,0.00533878933575325,0,0,0,0,0,0,0,0,0.0414160027585653
SORCS1,0,0.140934324770026,0.0178525685516679,0,0,0,0,0,0,0,0,0,0,0,0,0.799487370445391,0,0,0,3.21690348745302
RN7SL450P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417508450759411,0,0,0,0
RN7SL686P,0,0,0,0,0,0,0,0,0,0,0,0,0.0450050738387052,0,0,0,0,0,0,0
RP11-348N5.9,0,0,0.00298693579671876,0,0,0,0,0,0,0.0785981251044866,0,0,0,0,0,0.284520876383639,0,0,0,0
ADRB1,0,0.00912877316680089,0.0993044957218516,0,0.0147290903967898,0,0.110607104679828,0.44977658091959,0,0,0.264013469525619,0,0,0.886409086166623,0.0848636715583716,0,0,0,0.027857715158183,0.0129619599747681
CTB-1144G6.6,0,0.00625334660484227,0,0,0,0,0,0,0,0,0.00561168652314314,0.0154640563740516,0,0,0,0,0,0,0,0.101156698744068
RP11-106M7.1,0,0.00775294944257987,0,0,0,0,0,0,0,0,0,0,0,0,0.0962753311267998,0,0,0,0,0
C10orf82,0,0,0.0200721983148138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420228197246011
RP11-501J20.5,0,0,0,1.0122445814397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC18A2,0,0,0,10.9050901054284,0,0.553454873578421,0.124616710705894,0,0,0,0,0,0,0,0,0,0,0,0,0
EMX2OS,0,0.0202198225454246,0,0,0,0,0,0,0,0,0,0.216567692557741,0.0840144549345914,0,0.0797852866636817,0,0,0.0813730245660778,0,0
RP11-500G22.5,0,0,0,0,0,0,0,0.121738558740719,0,0,0,0.0175791265257111,0,0.0626577381973848,0,0,0,0,0,0
BTBD16,0,0.0126171744624761,0.0296617660409143,0,0,0,0,0.144769266030294,0.210383682021102,0,0.00421530393231957,0,0,0.0860660306595677,0,0,0,0,0,0.0217630789777214
DMBT1,0,0.0798163257635521,3.12101719647204,0.164454402083227,0.0390634496852141,0,0.0562159990036759,0,0.409823414334397,1.89280613320271,0.0150877123192619,0.0828762602810887,0.0164722933578316,0.0720041295608785,0.110684580247294,0,0.391625992113774,0.156790351636557,0.0380631028755277,0
CUZD1,0,0,0.00858213019119782,0,0,0,0,0,0,0.0154299388021659,0,0,0,0,0,0,0,0.0813730245660778,0,0
RP11-12J10.4,0.160487563947969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FANK1,0,0.0199429211331857,0.194370851632276,0.0806001710137105,0.0323590055460795,0,0,0,0.914842651033609,0.172890089882486,0.0144500119176972,0,0.0504543563160236,0,0.0518133278542015,0,0,0,0,0
C10orf90,0,0,0,0,0.00539305423783423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165312260715808
C10orf91,0,0,0.0167722582252507,0,0,0,0.0632801077429412,0,0,0.0303290526620362,0,0,0,0,0,0,0,0,0,0
RP13-49I15.6,0,0,0,0,0.00930941560680474,0,0,0,0,0,0,0,0,0.0578575576056581,0,0,0,0,0,0
CYP2E1,0,0.0401997894446585,0.0303394221025369,0,0,0,0.0229614550989392,0,0,0,0,0.0253816429326725,0,0,0,0.370060510710568,0,0.0813730245660778,0.0459172822654017,0.0696958381384383
NLRP6,0,0,0,0,0,0,0,0.105133515111341,0,0,0,0,0,0,0,0,0,0,0,0
IFITM2,12.6329168667326,5.64859272802001,4.36724146350539,10.2921739664374,1.88941472657921,14.0017774487496,4.69338557946281,8.34146337436995,8.98861273112315,1.04642686031532,11.1161469597758,9.29566844066598,7.93502829784461,9.02621199893496,6.69013585153704,10.0800405415832,4.86643537616353,2.06664723780536,4.61833665345165,5.24620177341518
IFITM3,3.23739569408483,11.5222372260086,13.7065295429397,5.62914787807555,4.64154667508202,4.85855421487629,5.2595109976816,0.808852179547975,0.765727059847308,3.39900867283135,16.0560897352818,15.3252935802761,12.6943231610796,1.58109016300089,0.716812966273474,0.763223121250303,0.832699305772897,0.390874414219526,5.97318825883371,13.0675046329427
RP11-326C3.12,0,0,0.0305701563493139,0.240897489843841,0,1.60860909550154,0.102346474636033,0,0,0,0.0575242792192446,0,0,0.0649971715670918,0,0.370060510710568,0,0,0,0.0763175734725558
RP11-326C3.15,0.11780453674528,0,0,0,0,0,0,0,0,0,0.0375327745575134,0,0,0,0,0,0,0,0,0
SCT,0.200691676494828,0.326935620824749,0.0393911856842127,0,0,0,1.13244802832893,0,0,0.0193722997240189,0.125859155785897,0,0,0.138597794320249,0.0546663229054816,2.31978582095676,0,0,0,0.0678470668174186
MUC2,0.786401123835034,0.485415542523375,5.68393784116327,0.477421457576206,0.284774132892157,0.499991293750578,0.398491167536732,0.315595407734936,0.254508392965876,5.21875623132338,0.355337776916872,0.390074778119576,0.225633568012835,0.649388576751313,0.107644092601091,0.684378787076527,0,0.298993951594589,0.137724772278748,0.655760491869354
CTSD,6.62047508109862,4.15833670535425,6.48455808064635,12.392433801244,15.324892842592,4.88895078413968,3.24201398681669,8.28573194530072,6.03892098933703,9.09699157483274,3.57142614341792,3.50867621450148,2.78560677737954,9.43098998250075,6.46550745608375,5.62979730123338,2.67499465051955,3.2273270653877,6.23260659303452,5.53373094803949
AC068580.6,0,0,0,0,0.0360795191303015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNNI2,0.11780453674528,0,0.0194833592938918,0.657422141258365,0.432797411664152,0,0.982375477301845,0,0,0,0.0127537632770284,0,0,0.11968527736356,0,0,0,0.29593058446231,0.173477696448356,0
LSP1,8.68362012589798,2.83303283559761,0.118920763097975,0.86906999444304,4.82708554790079,3.23216568505283,11.8672574402434,10.5217691389832,9.03124541875967,0.0332947018784773,0.104221852736898,0.152579557770985,0.0525665092934386,14.0871827161569,10.5839842143798,8.27295105727086,9.31267044590176,6.98875418011538,4.84135579674312,0.0755565326908967
IGF2,0,0.0507267995405591,1.05808553261406,0,0.0404381384792756,0,0.035619187369197,0,0,0.0426979231105115,0.136014774512894,0.119360296228474,0,0,0,0,0,0,0,0
OR52A1,0,0,0,0,0,0,0,0,0,0,0,0.00939210996610524,0,0,0,0,0,0,0,0
HBB,0.417010279776824,0.171344826786432,0.0656494590501755,0.186759963892068,0.0160189804497785,0,0.18199775502219,0,0,0.108273679567202,0.0548323141125128,0.118042643665297,0.248607508613433,0.0686031463729434,0,0,0,0,0.123792977306816,0.0932623445838421
UBQLNL,0,0.0300899469283085,0,0,0,0,0,0,0,0.0392259610500891,0,0,0,0.038045326791973,0,0,0,0,0,0.126904162166024
OR56B1,0,0,0,0,0,0,0,0,0,0,0.0302691757101535,0,0,0,0,0,0,0,0,0
PRKCDBP,0,4.48689824488684,0.686642444495756,0,0.186723954754233,0,0.285508283157325,0,1.02930039186634,0.131974498881283,5.70763782447982,7.78344500501608,12.3039292162728,0,0.101823897690638,0.428010924906183,0,0,0.0414301988591417,5.75164717393692
RP11-732A19.9,0,0,0,0,0.055669416050005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-351I24.1,0,0,0,0,0,0,0,0,0,0.0294227522053765,0,0,0,0,0,0,0,0,0,0
ADM,0,2.38609363406309,1.49039433172647,0.113843027156429,1.32625845561493,6.78745219829379,0.392027089603166,0,0.447483666773197,1.09611237115499,0.933764779284557,0.295192719132467,0.027562954379724,0.204136600878223,0.0504488384263158,0,0,0.230031944748691,2.70537311884941,0.0312248530946453
RP11-58H20.3,0,0,0,0,0,0.657986868050126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYVE1,0,0.0123353951976957,0,0,0.310801830480265,0,0,0,0,0,0.626348391623389,0.0388977829354757,0,0,0,0,0,0,0.013917897411876,0
DKK3,0,2.53925838651158,0.0120100102800949,0,0,0,0,0.128277176538033,0,0,0.479975699189367,4.08645850697802,1.38600528453546,0,0,0,0,0,0,7.44498185333542
CTC-497E21.4,0,0,0.0466965935271963,0,0,0.654804486479602,0,0,0,0,0,0,0,0,0,0,0,0,0.0382684602344192,0
CALCB,0,0,0.00952794126981608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529857832786994
INSC,0,0.360077113027452,0.0198515603111971,0,0,0,0,0,0,0,0.0258677510414295,0.126341202037499,0,0,0,0,0,0,0,1.54395324004537
RP11-531H8.2,0,0.00939922366701034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOX6,0,1.00445571314557,0.169490822914289,0,0.0115532357138169,0.499991293750578,0,0,0.0704797279952118,0.0386066069705955,0.0516643606462215,0.114607812017666,0.734203746550562,0.0575585285572227,0.0320627796977054,0,0,0,0,2.01068968356273
SAA2,0,0.0318668907616037,0.349707054739961,0,0,0.697822659835555,0.0126949368143664,0,0,0.0568793547586243,0,0,0,0,0,0,0,0,0,0
SAA1,0,0.215950422805559,0.977430670328314,0,0,0,0.0333016829953968,0,0,0.150049483728237,0,0,0,0.122716144083214,0.119641003946359,0,0,0,0.0770454455908216,0
FIBIN,0,1.63042665122399,0,0,0,0,0,0,0,0,0,0.0375430252180742,0.556080453029948,0,0,0,0,0,0,3.47832282523006
RP4-607I7.1,0,0,0.0155426383123761,0,0,1.15479578023018,0,0,0,0,0,0,0,0,0,0,0,0,0.0296892301875146,0.0334787168041413
LRRC4C,0,0.0757656915498112,0,0,0,0,0.0302944833382383,0,0,0,0,0.00762482687425438,0,0,0,0,0,0,0,1.17752350451023
