,TNKILC,Strom,Epi,Mast,Myeloid,B,Plasma
LINC00299,0.301800858030434,0.00392801279801377,0.0256268680583734,0,0.0182766254658033,0,0
ID2,13.6237277834021,2.1697181952011,5.36621326012636,10.22108341653,4.23318927542184,2.07284965235344,1.82745761822864
RHOB,1.80060416952367,7.37487914365211,5.72517193079203,2.30434852017723,3.64842339643893,2.37137850403503,3.85977105404483
RP11-130L8.1,0.0194115950829969,0.00637043861255926,0.0242983522006846,0,0,0,0
TDRD15,0.0203700048476077,0,0,0.0792180556377903,0,0,0
AC067959.1,0,0.0068539830485105,0,0,0,0,0
AC009228.1,0,0,0,0,0.00756198523917685,0,0
DRC1,0,0.010841043500846,0.00519613932809821,0,0.00974448764984435,0,0
CDC42EP3,1.5957482664985,1.07907688833098,0.664124988414991,2.13161672597278,0.489356214334497,3.13926214761346,1.33443863527803
NCRNA00211,0,0,0,0,0.0407751449465037,0,0
AC074366.3,0.0168341397579231,0,0,0,0,0,0
CDKL4,0.0592854107755236,0,0,0,0,0,0
TMEM178A,0,0.199828127884635,0.0522697891028249,0,0,0,0.157182822635142
ZFP36L2,14.1425718553232,4.62566003203847,9.52629736888932,9.09715464423448,5.97157608862782,10.0599414389683,19.7375440236282
RP11-559M23.1,0.0199204745895097,0.00720394836987556,0.00305160837031556,0.0634994808530968,0,0,0.114064056161916
EPCAM,0.789999049567668,0.544442273274214,20.291391266047,0.594813017039669,0.578407297411776,0.277044743488573,1.78334739574134
AC138655.1,0,0,0,0.0961787943497252,0,0,0
GTF2A1L,0,0.0154654559487344,0,0,0,0,0
NRXN1,0,1.79011573626552,0,0,0,0,0
EFEMP1,0.0395352379640384,1.43928551009581,0.00490981956657969,0,0.00332517601111993,0,0
OTX1,0,0,0.0365570511774781,0,0,0,0
AC074289.1,0.0932075715380296,0.0517157102834072,0.0291004244941648,0,0.085836760060477,1.54723207112987,0.869407929466472
PLEK,0.915874315666083,0.0608075450913989,0.0269585749726082,1.11000191990255,4.38654813957994,5.06257914987142,0.933676338846242
AC097495.2,0.0166833881258747,0,0,0,0,0,0
MXD1,1.07411530955359,0.203853967485393,2.73538474253537,0.635381796807027,3.29698076704581,0.623552794926295,0.566469708054608
CD207,0,0,0,0,0.382429957625979,0,0
ATP6V1B1,0,0.00920886901487703,0,0,0,0,0
AC007040.11,0,0.0262002853992715,0,0,0,0,0
ACTG2,0.0334416213992349,2.03360571266847,0,0,0,0,0
RP11-259N19.1,0.0208230598731357,0.00763197972074587,0.0163014207538186,0,0.00960490879685857,0,0
REG1B,0.0821648866107871,0.0869937418916272,0.614845949406694,0,0.188035123826993,0,0
REG1A,0.231032756931947,0.328581827562472,2.27848246550337,0.144867008101406,0.533925765959316,0.61937358633337,0.353121029831972
REG3A,0.0471067820914054,0.11292357384565,0.496752421317705,0.125161346181141,0.207293409948503,0,0
LRRTM1,0,0.358909785330855,0,0,0,0,0
CAPG,4.84397458001009,0.282987704688462,3.64166803968948,13.4072453655158,6.88643034805526,2.83191133570607,1.29688640084715
SH2D6,0,0.00815013371007858,0.0652996558821891,0,0.02815825025663,0,0
GNLY,15.6522520506563,0.0885195479962799,0.0663642813244663,0,0.255511338566678,0,2.11441625895547
CD8A,4.05563447402748,0.028314983211402,0.0135175992422242,0.0670177603329863,0.0818250772583154,0.679973716012113,0.75273685885527
CD8B,2.80025445801806,0.0202651809408863,0.0489710160638371,0,0.0489459026989112,0.414512745623847,0.372604973753718
AC133644.2,1.06804519647367,0.332650915858704,0.00340549132101155,0.100680406035961,0.179190483299795,0,0.101157905309681
RP11-1399P15.1,0.228150452768388,0.00392931517685515,0.0422991385339099,0,0.00403934178021922,0.362594423297269,0.189334517703541
FABP1,0.896793322145515,1.16754480498017,14.8560667329488,0.373192815109844,0.536492459540561,1.16048406641416,1.38356269903362
IGKC,7.7656942636466,5.95082296753132,8.41524450603194,8.22478245751295,6.86640317793448,26.3225138657717,77.5426471254067
IGKV2-24,0,0,0,0,0.0173847520896068,0,0.200729419628031
IGKV1-27,0.0436914200007065,0.0312782138271037,0.0112216607984272,0,0.00733410832134865,0,0.157182822635142
IGKV1D-39,0,0.00337604883597895,0,0,0,0,0
IGKV1D-12,0,0,0.0116447000283429,0,0,0,0
MAL,0.264986924974785,1.01524612994094,0,0.0806001710137105,0.0236229920519792,0.414512745623847,0.230031944748691
DUSP2,7.48232333122681,0.144407815148874,0.990035461686438,4.56707659435595,2.28795361062611,4.49887490152302,2.50374123641088
RP11-363D14.1,0,0.0095242270909787,0.00475027236382314,0,0.00773460200224763,0,0
IL1R2,0.434494121327521,0.062778404865682,0.738539175831406,0,1.05385232048126,0,0.0813730245660778
IL1RL1,0.0239704533236355,0.00325494287992617,0,8.58240485719799,0.029817765535531,0,0
IL18RAP,1.04671412437267,0.00354367240565361,0.0151132947093429,0.0650023671277782,0.00433402570575487,0.304680077540976,0
POU3F3,0,0.0232201454790316,0,0,0,0,0
AC104655.3,0,0.00142966787818491,0,0.168867131107665,0,0,0
C2orf40,0.016655026746453,1.26902288706062,0,0,0,0,0
SLC5A7,0,0.0567630813184641,0,0,0,0,0
SULT1C4,0.024843757354886,0.212996059666773,0.0165815013547474,0,0.00244218475415894,0,0
IL1A,0.0440635142765941,0.0118184618334293,0.0449113697392018,0,0.836259169106129,0,0
IL1B,0.25274396182154,0.0960779750433933,0.10931831116703,0.485800523383147,5.8240874412969,0,0.20871112299282
IL36G,0,0,0.0337170896904058,0,0,0,0
IL1RN,0.148368678794165,0.0798799155178107,0.15870900223799,0.0812342598536949,3.16815863491066,0,0.129232630966781
AC016683.5,0.0172970307638197,0,0,0,0,0.300966799175917,0
MARCO,0.0133728549075692,0.00604990358162492,0.0121808117698646,0.056192053037105,1.22563197004767,0,0
CFAP221,0,0.0233288293871302,0,0,0,0,0
GPR17,0,0.229625114657438,0,0,0,0,0
TUBA3D,0.016247186309542,0,0,0,0,0,0
AC093391.2,0.0682424679723808,0.0132713539836123,0.0294575709754961,0,0.00458678371368257,0,0
CXCR4,13.7991869902527,0.583970089404463,0.380899055939653,3.12125951918751,7.61746672558175,20.4415537388391,7.77341488973504
AC096558.1,0,0.0158491091339393,0,0,0,0,0
TNFAIP6,0.132312109683705,1.00653819340481,0,0,0.727128144884411,0,0.0790131020471796
ERMN,0.0772727253930421,0.00473846643772157,0.0111537255359606,0,0.00699963941650677,0.362594423297269,0
TBR1,0.0251212988134177,0,0,0,0,0,0
SLC4A10,0.164460600449547,0,0.0304248976783436,0,0,0,0.12524865313391
GCG,0,0,0.0604295825189687,0,0.0087387512688604,0,0
SLC38A11,0,0.185197205476585,0.0724760698563815,0.332978168995909,0,0.41322695296477,0
RN7SL455P,0,0.000856631181417055,0,0,0,0,0
SCN2A,0,0.0100288392314894,0.003495696203539,0.331447341550424,0.00710759047752862,0,0.101157905309681
SCN7A,0,1.59981436858825,0,0.810802132911903,0.00341574289645406,0,0
DHRS9,0.0363148895095946,0.0162593965679316,1.64915435614495,2.24722235431663,0.144327988235694,0.498546392309958,0.0715153606468973
MYO3B,0,0,0.0195395982899886,0,0.0151312935875371,0,0
DLX1,0,0.0714357956168396,0,0,0,0,0
GPR155,0.744185084944258,1.31201055561919,0.439958936293932,0.251611193610273,0.522126227442387,0.199901233525242,1.92916881412973
AC018890.6,0,0.0311714876168003,0.00299058000107981,0,0.0141159174599487,0,0
RP11-65L3.2,0.0108112309602974,0.0119618974958033,0.00529473283121368,0,0.00352430939419162,0,0
AC104076.3,0.0262735592238701,0,0,0,0,0,0
AC068196.1,0.0125316649366641,0,0,0,0.0131279218729866,0,0
AC104820.2,1.48568829644871,0.00950660204910927,0.0151132947093429,0.0424658933019862,0.0731619388109728,0,0.55409506422831
FRZB,0.0209526911554636,3.90023046923215,0.155185397179164,0,0,0,0.0909723117806075
COL3A1,0.0622927642313277,7.78159351924767,0.0518433312434629,0.125161346181141,0.0773253177675787,0,0
COL5A2,0,3.48426744940782,0.0427077280061552,0,0.0264110460531075,0,0
SDPR,0,1.82908772862985,0.0331000924529569,3.88624895924749,0.0967740304393622,0,0
AC064834.1,0,0,0.44189155465644,0,0,0.296849796892563,0
RP11-347P5.1,3.2783887624394,0.0683702542671359,0.211566097935279,1.91011763250237,1.30474705467737,3.54038488345774,1.84476853954886
AC020571.3,0.63109309007167,0.00983270177719705,0.00340197122910733,2.04624416204091,0.026776683600377,0.764911092084994,0.10476028245989
